"id,device_id,latitude,longitude,accuracy,speed,altitude,heading,desired_accuracy,distance_between_previous_position,timestamp,created_at"
"112600,17,51.0984823,5.1866322,500,0,0,0,0,0,2018-11-01 07:14:59.941+01,2018-11-01 07:16:22.581769+01"
