osm_id,lon,lat,name
42577458,5.7548409,51.418766,Asten
42585768,5.4281755,51.420162,Veldhoven-Zuid
42587128,5.6957718,51.4225354,Someren
42587616,5.6916789,51.4227644,Someren
42589822,4.1796598,51.4234583,Rilland
42589982,5.6722033,51.423544,Oeijenbraak
42591478,4.1963716,51.4241798,Rilland
42600029,4.2766101,51.4275659,Knooppunt Markiezaat
42614109,4.2869591,51.4333625,Knooppunt Markiezaat
42618667,4.0701697,51.4350703,Kruiningen
42625185,4.304421,51.4382224,Hoogerheide
42634801,4.3111861,51.441436,Hoogerheide
42643249,6.0731117,51.4455352,Horst
42647905,3.7532815,51.4463238,Borssele
42655218,3.7506303,51.4494985,Borssele
42659629,5.4214314,51.4518696,Eindhoven-Centrum
42663745,6.0656771,51.4533096,Horst
42676881,5.4123634,51.4571644,Eindhoven Airport
42683358,3.6041867,51.4590148,Ritthem
42687345,3.737685,51.4604976,Nieuwdorp
42688378,4.0292101,51.4602137,Yerseke
42693197,4.0255996,51.4629254,Yerseke
42695391,3.6124317,51.463402,Ritthem
42697073,5.406498,51.4629366,Eindhoven Airport
42700723,6.0566253,51.4656155,Horst-Noord
42701487,3.9863357,51.4659704,Kapelle
42708556,3.7306771,51.4681771,Nieuwdorp
42716183,3.6706866,51.4707497,Havens 0-5000
42718249,5.4053588,51.4726018,Knooppunt Batadorp
42720386,6.0521795,51.472481,Horst-Noord
42728237,3.682528,51.475681,Havens 0-5000
42728817,3.6309195,51.4753064,Middelburg-Centrum
42733165,3.9306351,51.4771105,'s-Gravenpolder
42737143,3.6433564,51.4787075,Middelburg-Centrum
42739236,4.3157768,51.4788864,Bergen op Zoom-Zuid
42742539,3.902967,51.480142,Goes-Zuid
42744417,3.8909778,51.480557,Goes-Zuid
42748902,4.3161464,51.4826589,Bergen op Zoom-Zuid
42750421,3.8708269,51.4826361,Knooppunt De Poel
42754702,3.655489,51.484088,Middelburg-Oost
42754840,5.4091876,51.4839647,Knooppunt Batadorp
42757606,3.789955,51.4844273,Knooppunt Stelleplas
42762009,5.3888588,51.4858549,Best
42763260,5.4200017,51.4862109,Knooppunt Ekkersweijer
42763990,5.3849402,51.4865509,Best
42764626,3.8707728,51.486434,Knooppunt De Poel
42785033,5.3162769,51.4931471,Oirschot
42786878,5.4417073,51.4936911,Knooppunt Ekkersweijer
